alpha,seed,patient_loss,worst_site_loss,patient_auc,worst_site_auc
0.0,0,0.5347289450657613,0.7526643897160519,0.8502390326209223,0.7457142857142857
0.0,1,0.5346173809608822,0.7503440386819609,0.8502390326209223,0.7457142857142858
0.0,2,0.5346517224633242,0.7521932353261679,0.8497328458942632,0.7428571428571429
0.5,0,0.5399559605521563,0.8072574470120263,0.8483817363738625,0.7371428571428571
0.5,1,0.5397001122955127,0.7971591712552704,0.8479620445171626,0.7371428571428571
0.5,2,0.5393810051494011,0.7959373155591394,0.8483531888059447,0.74
1.0,0,0.5473619292137608,0.8326265562895596,0.845939001942939,0.7342857142857143
1.0,1,0.5475567964543625,0.8290306473113309,0.8457866772335277,0.7342857142857143
1.0,2,0.5469088201148213,0.8216095656863172,0.8449639107611548,0.7285714285714285
